"","HHID_panel","tempo","cat_assets_b","cat_DAR_b","cat_DSR_b","cat_income_b","cat_ISR_b","cat_expenses_b","cat_assets_b","cat_DAR_b","cat_DSR_b","cat_income_b","clust"
"636","ORA27",2,"Inc","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"637","ORA28",1,"Inc","Dec","Dec","Dec","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"638","ORA28",2,"Inc","Inc","Sta","Inc","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Sta","cat_income_b_Inc","2"
"639","ORA29",1,"Inc","Inc","Sta","Inc","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Sta","cat_income_b_Inc","2"
"640","ORA29",2,"Inc","Sta","Inc","Inc","Dec","Sta","cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Inc","cat_income_b_Inc","3"
"641","ORA30",1,"Dec","Inc","Inc","Dec","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"642","ORA30",2,"Inc","Dec","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"643","ORA32",1,"Sta","Inc","Inc","Dec","Inc","Dec","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","3"
"644","ORA32",2,"Inc","Dec","Sta","Dec","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Dec","2"
"645","ORA33",1,"Inc","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"646","ORA33",2,"Sta","Inc","Inc","Dec","Sta","Dec","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","3"
"647","ORA35",1,"Sta","Inc","Dec","Inc","Sta","Inc","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","3"
"648","ORA35",2,"Inc","Dec","Inc","Inc","Inc","Sta","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Inc","1"
"649","ORA36",1,"Dec","Dec","Inc","Dec","Inc","Inc","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","4"
"650","ORA36",2,"Inc","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"651","ORA38",1,"Inc","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"652","ORA38",2,"Inc","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"653","ORA39",1,"Dec","Inc","Dec","Dec","Dec","Sta","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","4"
"654","ORA39",2,"Inc","Inc","Sta","Inc","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Sta","cat_income_b_Inc","2"
"655","ORA40",1,"Dec","Inc","Inc","Inc","Inc","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"656","ORA40",2,"Inc","Dec","Dec","Dec","Dec","Sta","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"657","ORA41",1,"Inc","Inc","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"658","ORA41",2,"Inc","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"659","ORA43",1,"Dec","Inc","Sta","Dec","Sta","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Sta","cat_income_b_Dec","2"
"660","ORA43",2,"Inc","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"661","ORA44",1,"Dec","Inc","Inc","Dec","Inc","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"662","ORA44",2,"Inc","Dec","Dec","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"663","ORA45",1,"Inc","Dec","Dec","Inc","Dec","Sta","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"664","ORA45",2,"Inc","Inc","Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"665","ORA46",1,"Dec","Inc","Inc","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"666","ORA46",2,"Inc","Dec","Inc","Inc","Sta","Sta","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Inc","1"
"667","ORA47",1,"Inc","Inc","Dec","Dec","Dec","Sta","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","1"
"668","ORA47",2,"Sta","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Sta","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","3"
"669","ORA48",1,"Dec","Inc","Inc","Dec","Inc","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"670","ORA48",2,"Sta","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Sta","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","3"
"671","ORA49",1,"Dec","Inc","Inc","Sta","Inc","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Sta","4"
"672","ORA49",2,"Inc","Dec","Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"673","ORA51",1,"Dec","Dec","Dec","Dec","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"674","ORA51",2,"Inc","Dec","Inc","Dec","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"675","ORA52",1,"Dec","Dec","Dec","Sta","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Sta","4"
"676","ORA52",2,"Inc","Sta","Sta","Dec","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Sta","cat_income_b_Dec","2"
"677","ORA8",1,"Inc","Sta","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Inc","cat_income_b_Dec","3"
"678","ORA8",2,"Dec","Inc","Inc","Inc","Inc","Sta","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"679","ORA9",1,"Inc","Dec","Dec","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"680","ORA9",2,"Dec","Inc","Dec","Inc","Dec","Sta","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"681","SEM1",1,"Inc","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"682","SEM1",2,"Dec","Inc","Inc","Dec","Sta","Sta","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"683","SEM10",1,"Inc","Inc","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"684","SEM10",2,"Dec","Inc","Inc","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"685","SEM12",1,"Inc","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"686","SEM12",2,"Sta","Dec","Sta","Dec","Sta","Dec","cat_assets_b_Sta","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Dec","3"
"687","SEM13",1,"Inc","Dec","Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"688","SEM13",2,"Dec","Inc","Dec","Sta","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Sta","4"
"689","SEM15",1,"Inc","Sta","Inc","Inc","Inc","Sta","cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Inc","cat_income_b_Inc","3"
"690","SEM15",2,"Inc","Sta","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Dec","cat_income_b_Inc","3"
"691","SEM16",1,"Sta","Inc","Inc","Dec","Inc","Inc","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","3"
"692","SEM16",2,"Sta","Sta","Dec","Inc","Dec","Dec","cat_assets_b_Sta","cat_DAR_b_Sta","cat_DSR_b_Dec","cat_income_b_Inc","3"
"693","SEM17",1,"Inc","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"694","SEM17",2,"Dec","Inc","Inc","Dec","Sta","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"695","SEM18",1,"Inc","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"696","SEM18",2,"Inc","Inc","Dec","Dec","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","1"
"697","SEM19",1,"Dec","Inc","Dec","Dec","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","4"
"698","SEM19",2,"Inc","Dec","Dec","Dec","Sta","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"699","SEM2",1,"Inc","Inc","Inc","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"700","SEM2",2,"Inc","Sta","Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Inc","cat_income_b_Dec","3"
"701","SEM20",1,"Sta","Sta","Dec","Dec","Dec","Dec","cat_assets_b_Sta","cat_DAR_b_Sta","cat_DSR_b_Dec","cat_income_b_Dec","3"
"702","SEM20",2,"Dec","Inc","Inc","Inc","Inc","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"703","SEM22",1,"Dec","Dec","Inc","Dec","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","4"
"704","SEM22",2,"Dec","Inc","Dec","Inc","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"705","SEM25",1,"Inc","Dec","Inc","Dec","Inc","Sta","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"706","SEM25",2,"Inc","Inc","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"707","SEM26",1,"Sta","Inc","Inc","Inc","Dec","Inc","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","3"
"708","SEM26",2,"Inc","Sta","Inc","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Inc","cat_income_b_Inc","3"
"709","SEM27",1,"Dec","Dec","Dec","Dec","Dec","Sta","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"710","SEM27",2,"Inc","Sta","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Inc","cat_income_b_Dec","3"
"711","SEM28",1,"Dec","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"712","SEM28",2,"Inc","Sta","Dec","Dec","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Sta","cat_DSR_b_Dec","cat_income_b_Dec","3"
"713","SEM29",1,"Sta","Sta","Dec","Dec","Inc","Inc","cat_assets_b_Sta","cat_DAR_b_Sta","cat_DSR_b_Dec","cat_income_b_Dec","3"
"714","SEM29",2,"Inc","Inc","Inc","Inc","Inc","Sta","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"715","SEM30",1,"Inc","Inc","Inc","Inc","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"716","SEM30",2,"Dec","Dec","Dec","Dec","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"717","SEM31",1,"Inc","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"718","SEM31",2,"Dec","Inc","Inc","Dec","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"719","SEM32",1,"Inc","Inc","Dec","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","1"
"720","SEM32",2,"Dec","Dec","Dec","Dec","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"721","SEM34",1,"Dec","Inc","Inc","Inc","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"722","SEM34",2,"Inc","Dec","Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"723","SEM35",1,"Inc","Dec","Dec","Inc","Dec","Sta","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"724","SEM35",2,"Sta","Inc","Inc","Dec","Inc","Sta","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","3"
"725","SEM36",1,"Dec","Dec","Dec","Sta","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Sta","4"
"726","SEM36",2,"Dec","Inc","Sta","Dec","Sta","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Sta","cat_income_b_Dec","2"
"727","SEM37",1,"Inc","Dec","Dec","Dec","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"728","SEM37",2,"Dec","Dec","Sta","Inc","Sta","Sta","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Inc","2"
"729","SEM39",1,"Sta","Inc","Inc","Dec","Inc","Inc","cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","3"
"730","SEM39",2,"Inc","Dec","Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"731","SEM40",1,"Inc","Dec","Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"732","SEM40",2,"Dec","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"733","SEM41",1,"Inc","Dec","Dec","Dec","Sta","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"734","SEM41",2,"Dec","Inc","Inc","Dec","Inc","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"735","SEM42",1,"Dec","Dec","Dec","Dec","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","1"
"736","SEM42",2,"Inc","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"737","SEM43",1,"Inc","Dec","Dec","Inc","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"738","SEM43",2,"Sta","Dec","Inc","Inc","Dec","Inc","cat_assets_b_Sta","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Inc","3"
"739","SEM44",1,"Dec","Inc","Dec","Inc","Inc","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"740","SEM44",2,"Inc","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"741","SEM45",1,"Inc","Inc","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"742","SEM45",2,"Inc","Dec","Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"743","SEM46",1,"Inc","Dec","Dec","Inc","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"744","SEM46",2,"Dec","Inc","Dec","Dec","Dec","Sta","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","4"
"745","SEM47",1,"Dec","Dec","Dec","Sta","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Sta","4"
"746","SEM47",2,"Inc","Inc","Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"747","SEM48",1,"Dec","Inc","Dec","Inc","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"748","SEM48",2,"Inc","Dec","Inc","Dec","Dec","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"749","SEM49",1,"Inc","Inc","Inc","Dec","Dec","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"750","SEM49",2,"Inc","Dec","Inc","Dec","Sta","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"751","SEM5",1,"Inc","Inc","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"752","SEM5",2,"Inc","Dec","Inc","Dec","Inc","Sta","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"753","SEM51",1,"Inc","Dec","Inc","Dec","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"754","SEM51",2,"Dec","Inc","Inc","Dec","Inc","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"755","SEM52",1,"Inc","Dec","Inc","Inc","Inc","Dec","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Inc","1"
"756","SEM52",2,"Dec","Inc","Inc","Dec","Inc","Sta","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"757","SEM6",1,"Dec","Inc","Inc","Dec","Inc","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"758","SEM6",2,"Dec","Dec","Dec","Sta","Dec","Sta","cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Sta","4"
"759","SEM7",1,"Dec","Inc","Inc","Inc","Dec","Sta","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","4"
"760","SEM7",2,"Inc","Dec","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","1"
"761","SEM8",1,"Inc","Inc","Inc","Dec","Inc","Inc","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"762","SEM8",2,"Dec","Inc","Dec","Inc","Dec","Inc","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","4"
"763","SEM9",1,"Inc","Inc","Dec","Inc","Dec","Sta","cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"764","SEM9",2,"Dec","Inc","Dec","Dec","Dec","Dec","cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","4"
